ArchiveDate,Adult_Child,Speciality,care_type,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total
10/26/2023,Child,Rheumatology,op,277,165,130,569,"1,141"
10/26/2023,Child,Small Volume Specialities,op,75,15,12,3,105
10/26/2023,Child,Urology,op,989,462,157,321,"1,929"
10/26/2023,Adult,Anaesthetics,ipdc,86,2,0,0,88
10/26/2023,Adult,Breast Surgery,ipdc,98,20,35,43,197
10/26/2023,Adult,Cardio-Thoracic Surgery,ipdc,319,55,9,20,403
10/26/2023,Adult,Cardiology,ipdc,"2,879",485,110,37,"3,511"
10/26/2023,Adult,Clinical Immunology,ipdc,168,126,60,12,366
10/26/2023,Adult,Dental Surgery,ipdc,50,4,2,4,60
10/26/2023,Adult,Dermatology,ipdc,671,139,77,53,940
10/26/2023,Adult,Endocrinology,ipdc,24,2,4,14,44
10/26/2023,Adult,Gastro-Enterology,ipdc,460,120,23,28,631
10/26/2023,Adult,Gastro-Intestinal Surgery,ipdc,346,123,115,117,701
10/26/2023,Adult,General Medicine,ipdc,146,26,2,4,178
10/26/2023,Adult,General Surgery,ipdc,"7,695","2,165","1,070","1,495","12,425"
10/26/2023,Adult,Geriatric Medicine,ipdc,7,12,4,0,23
10/26/2023,Adult,Gynaecology,ipdc,"4,017",951,326,235,"5,529"
10/26/2023,Adult,Haematology,ipdc,25,4,0,0,29
10/26/2023,Adult,Hepato-Biliary Surgery,ipdc,27,10,5,4,46
10/26/2023,Adult,Maxillo-Facial,ipdc,557,422,203,200,"1,382"
10/26/2023,Adult,Nephrology,ipdc,59,4,0,0,63
10/26/2023,Adult,Neurology,ipdc,208,20,8,10,246
10/26/2023,Adult,Neurosurgery,ipdc,406,173,83,44,706
10/26/2023,Adult,Oncology,ipdc,52,2,0,0,54
10/26/2023,Adult,Ophthalmology,ipdc,"6,016","1,796",564,399,"8,775"
10/26/2023,Adult,Orthopaedics,ipdc,"6,189","1,536",623,652,"9,000"
10/26/2023,Adult,Otolaryngology (ENT),ipdc,"2,872","1,232",576,649,"5,329"
10/26/2023,Adult,Pain Relief,ipdc,"3,256","1,464",364,367,"5,451"
10/26/2023,Adult,Plastic Surgery,ipdc,"3,512","1,227",598,773,"6,110"
10/26/2023,Adult,Radiology,ipdc,113,6,0,4,123
10/26/2023,Adult,Respiratory Medicine,ipdc,756,118,93,24,991
10/26/2023,Adult,Rheumatology,ipdc,229,51,43,18,341
10/26/2023,Adult,Small Volume Specialties,ipdc,8,0,0,0,8
10/26/2023,Adult,Urology,ipdc,"5,723","1,026",389,575,"7,713"
10/26/2023,Adult,Vascular Surgery,ipdc,"1,232",257,89,70,"1,648"
10/26/2023,Child,Cardio-Thoracic Surgery,ipdc,40,12,2,5,59
10/26/2023,Child,Clinical Immunology,ipdc,100,81,109,70,360
10/26/2023,Child,Dental Surgery,ipdc,137,70,48,52,307
10/26/2023,Child,General Surgery,ipdc,169,64,8,19,260
10/26/2023,Child,Immunology,ipdc,65,13,13,19,110
10/26/2023,Child,Maxillo-Facial,ipdc,82,52,23,22,179
10/26/2023,Child,Ophthalmology,ipdc,428,261,113,77,879
10/26/2023,Child,Orthopaedics,ipdc,151,82,51,37,321
10/26/2023,Child,Otolaryngology (ENT),ipdc,"1,135",322,31,17,"1,505"
10/26/2023,Child,Paed Cardiology,ipdc,127,54,17,8,206
10/26/2023,Child,Paed Orthopaedic,ipdc,337,229,104,196,866
10/26/2023,Child,Paediatric ENT,ipdc,593,153,38,25,809
10/26/2023,Child,Paediatric Neurology,ipdc,15,4,0,2,21
10/26/2023,Child,Paediatric Neurosurgery,ipdc,40,10,7,2,59
10/26/2023,Child,Paediatric Radiology,ipdc,10,4,17,23,54
10/26/2023,Child,Paediatric Respiratory Medicine,ipdc,413,267,281,337,"1,298"
10/26/2023,Child,Paediatric Surgery,ipdc,460,229,59,25,773
10/26/2023,Child,Paediatric Urology,ipdc,202,176,43,77,498
10/26/2023,Child,Paediatrics,ipdc,89,19,4,2,114
10/26/2023,Child,Plastic Surgery,ipdc,273,126,34,59,492
10/26/2023,Child,Rheumatology,ipdc,27,29,17,6,79
10/26/2023,Child,Small Volume Specialties,ipdc,83,24,4,2,112
10/26/2023,Child,Urology,ipdc,231,103,23,10,367
11/30/2023,Adult,Breast Surgery,op,"2,422",14,2,0,"2,438"
11/30/2023,Adult,Cardio-Thoracic Surgery,op,314,38,21,31,404
11/30/2023,Adult,Cardiology,op,"21,982","9,626","3,206","1,651","36,465"
11/30/2023,Adult,Chemical Pathology,op,58,4,2,0,64
11/30/2023,Adult,Clinical (Medical) Genetics,op,784,703,660,875,"3,022"
11/30/2023,Adult,Clinical Immunology,op,"1,423",661,416,81,"2,581"
11/30/2023,Adult,Clinical Neurophysiology,op,695,410,321,261,"1,687"
11/30/2023,Adult,Dermatology,op,"28,443","10,478","4,054","5,503","48,478"
11/30/2023,Adult,Diabetes Mellitus,op,"1,347",435,83,33,"1,898"
11/30/2023,Adult,Endocrinology,op,"8,472","4,203","2,379","4,564","19,618"
11/30/2023,Adult,Gastro-Enterology,op,"11,042","3,717",938,344,"16,041"
11/30/2023,Adult,Gastro-Intestinal Surgery,op,139,83,34,17,273
11/30/2023,Adult,General Medicine,op,"9,056","3,826","1,651","1,346","15,879"
11/30/2023,Adult,General Surgery,op,"25,044","5,245","1,407",900,"32,596"
11/30/2023,Adult,Geriatric Medicine,op,"3,481",484,114,67,"4,146"
11/30/2023,Adult,Gynaecology,op,"21,979","4,729","1,121",743,"28,572"
11/30/2023,Adult,Haematology,op,"5,584","1,838",855,558,"8,835"
11/30/2023,Adult,Hepato-Biliary Surgery,op,73,14,2,0,89
11/30/2023,Adult,Infectious Diseases,op,807,475,113,2,"1,397"
11/30/2023,Adult,Maxillo-Facial,op,"1,865",582,360,"1,022","3,829"
11/30/2023,Adult,Metabolic Medicine,op,109,9,9,2,129
11/30/2023,Adult,Microbiology,op,25,4,2,0,31
11/30/2023,Adult,Nephrology,op,"2,575",666,207,179,"3,627"
11/30/2023,Adult,Neurology,op,"10,266","4,794","2,231","4,666","21,957"
11/30/2023,Adult,Neurosurgery,op,"4,058","2,036","1,204","2,878","10,176"
11/30/2023,Adult,Oncology,op,565,19,0,0,584
11/30/2023,Adult,Ophthalmology,op,"16,685","7,525","3,847","5,279","33,336"
11/30/2023,Adult,Orthopaedics,op,"36,587","16,598","6,748","5,459","65,392"
11/30/2023,Adult,Other,op,10,13,0,2,25
11/30/2023,Adult,Otolaryngology (ENT),op,"20,281","7,973","2,775","4,657","35,686"
11/30/2023,Adult,Paediatric Dermatology,op,16,7,2,0,25
11/30/2023,Adult,Paediatrics,op,121,70,33,8,232
11/30/2023,Adult,Pain Relief,op,"6,351","3,627","2,025","2,839","14,842"
11/30/2023,Adult,Pathology,op,69,28,36,58,191
11/30/2023,Adult,Plastic Surgery,op,"7,828","2,803",995,"3,113","14,739"
11/30/2023,Adult,Psychiatry,op,414,23,11,2,450
11/30/2023,Adult,Radiotherapy,op,56,0,0,0,56
11/30/2023,Adult,Respiratory Medicine,op,"11,869","5,179","1,783","2,339","21,170"
11/30/2023,Adult,Rheumatology,op,"7,610","3,048","1,273","1,300","13,231"
11/30/2023,Adult,Small Volume Specialities,op,106,32,17,6,160
11/30/2023,Adult,Urology,op,"13,499","4,793","1,226","2,832","22,350"
11/30/2023,Adult,Vascular Surgery,op,"8,685","2,560","1,728",782,"13,755"
11/30/2023,Child,Cardio-Thoracic Surgery,op,56,4,0,0,60
11/30/2023,Child,Cardiology,op,42,30,4,16,92
11/30/2023,Child,Clinical (Medical) Genetics,op,239,350,162,8,759
11/30/2023,Child,Clinical Immunology,op,318,214,111,140,783
11/30/2023,Child,Dental Surgery,op,205,81,59,17,362
11/30/2023,Child,Dermatology,op,"1,661",638,303,682,"3,284"
11/30/2023,Child,Developmental Paediatrics,op,379,201,197,254,"1,031"
11/30/2023,Child,Gastro-Enterology,op,23,7,2,0,32
11/30/2023,Child,General Surgery,op,895,340,139,128,"1,502"
11/30/2023,Child,Gynaecology,op,531,158,56,13,758
11/30/2023,Child,Haematology,op,80,18,2,2,102
11/30/2023,Child,Immunology,op,208,61,29,20,318
11/30/2023,Child,Maxillo-Facial,op,211,86,53,85,435
11/30/2023,Child,Neurology,op,36,7,4,2,49
11/30/2023,Child,Ophthalmology,op,"2,072",803,288,515,"3,678"
11/30/2023,Child,Orthopaedics,op,"1,518",741,323,451,"3,033"
11/30/2023,Child,Otolaryngology (ENT),op,"4,364","2,784",524,441,"8,113"
11/30/2023,Child,Paed Cardiology,op,"2,343","1,481",660,35,"4,519"
11/30/2023,Child,Paed Endocrinology,op,511,125,40,9,685
11/30/2023,Child,Paed Gastro-Enterol,op,493,232,70,86,881
11/30/2023,Child,Paed Haematology,op,241,31,2,0,274
11/30/2023,Child,Paed Metabolic Medicine,op,30,4,4,0,38
11/30/2023,Child,Paed Nephrology,op,303,168,42,8,521
11/30/2023,Child,Paed Orthopaedic,op,"1,872","1,003",713,604,"4,192"
11/30/2023,Child,Paediatric Dermatology,op,"2,752","1,640",644,"1,074","6,110"
11/30/2023,Child,Paediatric ENT,op,"2,618","1,927",678,"1,106","6,329"
11/30/2023,Child,Paediatric Infectious Diseases,op,53,2,4,0,59
11/30/2023,Child,Paediatric Neurology,op,707,326,55,2,"1,090"
11/30/2023,Child,Paediatric Neurosurgery,op,53,4,0,2,59
11/30/2023,Child,Paediatric Respiratory Medicine,op,658,403,187,224,"1,472"
11/30/2023,Child,Paediatric Surgery,op,"1,981","1,002",538,75,"3,596"
11/30/2023,Child,Paediatric Urology,op,535,334,139,76,"1,084"
11/30/2023,Child,Paediatrics,op,"12,419","5,141","1,580",586,"19,726"
11/30/2023,Child,Pain Relief,op,25,2,0,2,29
11/30/2023,Child,Plastic Surgery,op,796,255,124,219,"1,394"
11/30/2023,Child,Rheumatology,op,243,190,119,559,"1,111"
11/30/2023,Child,Small Volume Specialities,op,67,15,10,6,98
11/30/2023,Child,Urology,op,969,471,167,314,"1,921"
11/30/2023,Child,Vascular Surgery,op,19,0,4,0,23
11/30/2023,Adult,Anaesthetics,ipdc,116,2,0,0,118
11/30/2023,Adult,Breast Surgery,ipdc,115,26,31,45,217
11/30/2023,Adult,Cardio-Thoracic Surgery,ipdc,316,56,12,18,402
11/30/2023,Adult,Cardiology,ipdc,"3,013",482,118,37,"3,650"
11/30/2023,Adult,Clinical Immunology,ipdc,174,139,64,22,399
11/30/2023,Adult,Dental Surgery,ipdc,51,6,2,4,62
11/30/2023,Adult,Dermatology,ipdc,744,123,87,65,"1,019"
11/30/2023,Adult,Endocrinology,ipdc,19,2,0,17,38
11/30/2023,Adult,Gastro-Enterology,ipdc,483,88,31,15,617
11/30/2023,Adult,Gastro-Intestinal Surgery,ipdc,337,136,114,127,714
11/30/2023,Adult,General Medicine,ipdc,136,39,2,0,177
11/30/2023,Adult,General Surgery,ipdc,"8,043","2,063","1,037","1,425","12,568"
11/30/2023,Adult,Gynaecology,ipdc,"3,964","1,018",302,252,"5,536"
11/30/2023,Adult,Haematology,ipdc,36,2,0,0,38
11/30/2023,Adult,Hepato-Biliary Surgery,ipdc,20,11,9,4,44
11/30/2023,Adult,Maxillo-Facial,ipdc,582,361,244,159,"1,346"
11/30/2023,Adult,Nephrology,ipdc,64,7,0,0,71
11/30/2023,Adult,Neurology,ipdc,257,29,14,8,308
11/30/2023,Adult,Neurosurgery,ipdc,385,179,55,42,661
11/30/2023,Adult,Oncology,ipdc,84,2,0,0,86
11/30/2023,Adult,Ophthalmology,ipdc,"5,917","1,476",509,400,"8,302"
11/30/2023,Adult,Orthopaedics,ipdc,"6,515","1,522",605,621,"9,263"
11/30/2023,Adult,Otolaryngology (ENT),ipdc,"3,053","1,322",537,683,"5,595"
11/30/2023,Adult,Pain Relief,ipdc,"3,429","1,646",392,372,"5,839"
11/30/2023,Adult,Plastic Surgery,ipdc,"3,557","1,161",570,759,"6,047"
11/30/2023,Adult,Radiology,ipdc,149,6,0,4,158
11/30/2023,Adult,Respiratory Medicine,ipdc,667,222,90,36,"1,015"
11/30/2023,Adult,Rheumatology,ipdc,213,48,40,23,324
11/30/2023,Adult,Small Volume Specialties,ipdc,23,8,2,0,32
11/30/2023,Adult,Urology,ipdc,"5,972","1,057",367,564,"7,960"
11/30/2023,Adult,Vascular Surgery,ipdc,"1,414",267,90,66,"1,837"
11/30/2023,Child,Cardio-Thoracic Surgery,ipdc,48,8,2,2,60
11/30/2023,Child,Clinical Immunology,ipdc,92,93,93,86,364
11/30/2023,Child,Dental Surgery,ipdc,128,72,45,49,294
11/30/2023,Child,General Surgery,ipdc,188,54,10,16,268
11/30/2023,Child,Immunology,ipdc,49,20,4,19,92
11/30/2023,Child,Maxillo-Facial,ipdc,80,49,28,23,180
11/30/2023,Child,Ophthalmology,ipdc,403,304,123,78,908
11/30/2023,Child,Orthopaedics,ipdc,169,79,48,40,336
11/30/2023,Child,Otolaryngology (ENT),ipdc,"1,120",344,39,18,"1,521"
11/30/2023,Child,Paed Cardiology,ipdc,143,53,20,7,223
11/30/2023,Child,Paed Endocrinology,ipdc,19,6,4,0,29
11/30/2023,Child,Paed Orthopaedic,ipdc,346,233,114,215,908
11/30/2023,Child,Paediatric ENT,ipdc,630,182,36,24,872
11/30/2023,Child,Paediatric Neurosurgery,ipdc,33,6,6,5,50
11/30/2023,Child,Paediatric Radiology,ipdc,9,4,15,24,52
11/30/2023,Child,Paediatric Respiratory Medicine,ipdc,365,274,248,345,"1,232"
11/30/2023,Child,Paediatric Surgery,ipdc,480,218,98,22,818
11/30/2023,Child,Paediatric Urology,ipdc,177,198,51,69,495
11/30/2023,Child,Paediatrics,ipdc,85,11,2,2,100
11/30/2023,Child,Plastic Surgery,ipdc,283,142,25,58,508
11/30/2023,Child,Rheumatology,ipdc,24,22,24,6,76
11/30/2023,Child,Small Volume Specialties,ipdc,70,25,6,6,107
11/30/2023,Child,Urology,ipdc,200,112,26,14,352
12/28/2023,Adult,Anaesthetics,op,18,4,0,0,23
12/28/2023,Adult,Breast Surgery,op,"2,372",8,0,0,"2,380"
12/28/2023,Adult,Cardio-Thoracic Surgery,op,341,36,25,32,434
12/28/2023,Adult,Cardiology,op,"22,156","9,943","2,838","1,559","36,496"
12/28/2023,Adult,Chemical Pathology,op,60,4,0,0,64
12/28/2023,Adult,Clinical (Medical) Genetics,op,701,721,633,922,"2,977"
12/28/2023,Adult,Clinical Immunology,op,"1,368",633,415,109,"2,525"
12/28/2023,Adult,Clinical Neurophysiology,op,693,380,281,236,"1,590"
12/28/2023,Adult,Dermatology,op,"27,224","11,342","3,585","5,089","47,240"
12/28/2023,Adult,Diabetes Mellitus,op,"1,356",427,70,29,"1,882"
12/28/2023,Adult,Endocrinology,op,"8,133","4,438","2,120","4,384","19,075"
12/28/2023,Adult,Gastro-Enterology,op,"10,887","3,734",813,270,"15,704"
12/28/2023,Adult,Gastro-Intestinal Surgery,op,199,76,38,8,321
12/28/2023,Adult,General Medicine,op,"8,707","3,432","1,375","1,196","14,710"
12/28/2023,Adult,General Surgery,op,"24,236","5,126","1,198",664,"31,224"
12/28/2023,Adult,Geriatric Medicine,op,"3,397",503,110,67,"4,077"
12/28/2023,Adult,Gynaecology,op,"21,493","4,686",992,658,"27,829"
12/28/2023,Adult,Haematology,op,"5,434","1,918",736,513,"8,601"
12/28/2023,Adult,Hepato-Biliary Surgery,op,69,19,2,0,90
12/28/2023,Adult,Infectious Diseases,op,695,251,371,2,"1,319"
12/28/2023,Adult,Maxillo-Facial,op,"1,783",480,288,788,"3,339"
12/28/2023,Adult,Metabolic Medicine,op,91,10,7,0,108
12/28/2023,Adult,Microbiology,op,22,4,0,0,27
12/28/2023,Adult,Nephrology,op,"2,592",705,201,164,"3,662"
12/28/2023,Adult,Neurology,op,"10,195","4,989","2,164","3,786","21,134"
12/28/2023,Adult,Neurosurgery,op,"4,114","2,171","1,092","2,891","10,268"
12/28/2023,Adult,Oncology,op,572,20,2,0,594
12/28/2023,Adult,Ophthalmology,op,"16,281","7,579","3,985","4,987","32,832"
12/28/2023,Adult,Orthopaedics,op,"35,540","17,054","6,321","4,822","63,737"
12/28/2023,Adult,Other,op,6,16,0,0,22
12/28/2023,Adult,Otolaryngology (ENT),op,"19,610","7,623","2,697","4,447","34,377"
12/28/2023,Adult,Paediatric Dermatology,op,18,8,0,0,26
12/28/2023,Adult,Paediatrics,op,117,61,18,8,204
12/28/2023,Adult,Pain Relief,op,"6,298","3,692","1,907","1,651","13,548"
12/28/2023,Adult,Pathology,op,62,39,27,61,189
12/28/2023,Adult,Plastic Surgery,op,"7,394","2,685",773,"2,156","13,008"
12/28/2023,Adult,Psychiatry,op,405,15,2,0,422
12/28/2023,Adult,Radiotherapy,op,34,0,0,0,34
12/28/2023,Adult,Rehabilitation Medicine,op,19,2,0,0,21
12/28/2023,Adult,Respiratory Medicine,op,"11,935","5,196","1,740","2,290","21,161"
12/28/2023,Adult,Rheumatology,op,"7,232","3,086","1,126","1,192","12,636"
12/28/2023,Adult,Small Volume Specialities,op,68,30,15,0,112
12/28/2023,Adult,Urology,op,"13,470","4,112","1,067","2,560","21,209"
12/28/2023,Adult,Vascular Surgery,op,"8,230","2,804","1,434",655,"13,123"
12/28/2023,Child,Cardio-Thoracic Surgery,op,57,9,0,0,66
12/28/2023,Child,Cardiology,op,43,22,4,17,86
12/28/2023,Child,Clinical (Medical) Genetics,op,158,377,157,12,704
12/28/2023,Child,Clinical Immunology,op,308,205,117,127,757
12/28/2023,Child,Dental Surgery,op,173,90,59,23,345
12/28/2023,Child,Dermatology,op,"1,553",672,279,587,"3,091"
12/28/2023,Child,Developmental Paediatrics,op,368,206,173,263,"1,010"
12/28/2023,Child,Endocrinology,op,18,2,0,2,22
12/28/2023,Child,Gastro-Enterology,op,17,4,2,0,23
12/28/2023,Child,General Medicine,op,17,5,0,0,22
12/28/2023,Child,General Surgery,op,845,321,147,86,"1,399"
12/28/2023,Child,Gynaecology,op,523,154,64,12,753
12/28/2023,Child,Haematology,op,80,16,2,0,98
12/28/2023,Child,Immunology,op,168,64,29,20,281
12/28/2023,Child,Maxillo-Facial,op,212,101,51,91,455
12/28/2023,Child,Neurology,op,48,7,4,0,59
12/28/2023,Child,Ophthalmology,op,"2,002",801,270,511,"3,584"
12/28/2023,Child,Orthopaedics,op,"1,537",736,311,424,"3,008"
12/28/2023,Child,Otolaryngology (ENT),op,"4,232","2,696",484,412,"7,824"
12/28/2023,Child,Paed Cardiology,op,"2,321","1,552",786,21,"4,680"
12/28/2023,Child,Paed Endocrinology,op,504,131,35,2,672
12/28/2023,Child,Paed Gastro-Enterol,op,457,254,80,83,874
12/28/2023,Child,Paed Haematology,op,222,37,2,0,261
12/28/2023,Child,Paed Metabolic Medicine,op,26,2,4,0,32
12/28/2023,Child,Paed Nephrology,op,314,161,52,12,539
12/28/2023,Child,Paed Orthopaedic,op,"1,778","1,053",741,607,"4,179"
12/28/2023,Child,Paediatric Dermatology,op,"2,576","1,794",605,871,"5,846"
12/28/2023,Child,Paediatric ENT,op,"2,509","1,949",735,"1,070","6,263"
12/28/2023,Child,Paediatric Infectious Diseases,op,43,4,2,0,49
12/28/2023,Child,Paediatric Neurology,op,702,314,87,2,"1,105"
12/28/2023,Child,Paediatric Neurosurgery,op,57,4,0,0,61
12/28/2023,Child,Paediatric Respiratory Medicine,op,654,409,185,219,"1,467"
12/28/2023,Child,Paediatric Surgery,op,"1,944",977,482,97,"3,500"
12/28/2023,Child,Paediatric Urology,op,546,362,148,50,"1,106"
12/28/2023,Child,Paediatrics,op,"12,462","5,021","1,182",520,"19,185"
12/28/2023,Child,Pain Relief,op,30,2,0,2,34
12/28/2023,Child,Plastic Surgery,op,722,254,110,115,"1,201"
12/28/2023,Child,Rheumatology,op,259,189,110,540,"1,098"
12/28/2023,Child,Small Volume Specialities,op,65,8,6,2,80
12/28/2023,Child,Urology,op,960,444,154,308,"1,866"
12/28/2023,Adult,Anaesthetics,ipdc,114,2,0,0,116
12/28/2023,Adult,Breast Surgery,ipdc,95,27,25,42,188
12/28/2023,Adult,Cardio-Thoracic Surgery,ipdc,314,65,13,18,410
12/28/2023,Adult,Cardiology,ipdc,"3,113",535,126,26,"3,800"
12/28/2023,Adult,Clinical Immunology,ipdc,218,148,68,28,462
12/28/2023,Adult,Dental Surgery,ipdc,52,9,0,4,65
12/28/2023,Adult,Dermatology,ipdc,831,109,92,77,"1,109"
12/28/2023,Adult,Endocrinology,ipdc,21,2,0,17,40
12/28/2023,Adult,Gastro-Enterology,ipdc,429,86,19,6,540
12/28/2023,Adult,Gastro-Intestinal Surgery,ipdc,326,139,120,137,722
12/28/2023,Adult,General Medicine,ipdc,130,26,0,0,156
12/28/2023,Adult,General Surgery,ipdc,"8,470","2,131","1,036","1,427","13,064"
12/28/2023,Adult,Gynaecology,ipdc,"4,152","1,139",305,259,"5,855"
12/28/2023,Adult,Haematology,ipdc,41,2,0,0,43
12/28/2023,Adult,Hepato-Biliary Surgery,ipdc,21,10,4,0,34
12/28/2023,Adult,Maxillo-Facial,ipdc,630,241,104,168,"1,143"
12/28/2023,Adult,Nephrology,ipdc,42,6,0,0,48
12/28/2023,Adult,Neurology,ipdc,183,32,7,8,230
12/28/2023,Adult,Neurosurgery,ipdc,402,201,10,9,621
12/28/2023,Adult,Oncology,ipdc,69,2,0,0,71
12/28/2023,Adult,Ophthalmology,ipdc,"6,287","1,462",514,419,"8,682"
12/28/2023,Adult,Orthopaedics,ipdc,"6,452","1,590",563,527,"9,132"
12/28/2023,Adult,Otolaryngology (ENT),ipdc,"3,159","1,369",435,626,"5,589"
12/28/2023,Adult,Pain Relief,ipdc,"3,440","1,649",329,371,"5,789"
12/28/2023,Adult,Plastic Surgery,ipdc,"3,768","1,220",667,727,"6,382"
12/28/2023,Adult,Radiology,ipdc,176,4,2,4,185
12/28/2023,Adult,Respiratory Medicine,ipdc,583,236,63,66,948
12/28/2023,Adult,Rheumatology,ipdc,214,48,29,14,305
12/28/2023,Adult,Small Volume Specialties,ipdc,13,2,2,0,16
12/28/2023,Adult,Urology,ipdc,"6,147","1,024",376,564,"8,111"
12/28/2023,Adult,Vascular Surgery,ipdc,"1,416",323,92,66,"1,897"
12/28/2023,Child,Cardio-Thoracic Surgery,ipdc,65,9,0,0,74
12/28/2023,Child,Clinical Immunology,ipdc,108,65,106,76,355
12/28/2023,Child,Dental Surgery,ipdc,151,77,42,51,321
12/28/2023,Child,General Surgery,ipdc,229,41,21,15,306
12/28/2023,Child,Immunology,ipdc,42,21,4,17,84
12/28/2023,Child,Maxillo-Facial,ipdc,84,36,22,23,164
12/28/2023,Child,Ophthalmology,ipdc,377,335,133,85,930
12/28/2023,Child,Orthopaedics,ipdc,152,84,34,43,313
12/28/2023,Child,Otolaryngology (ENT),ipdc,"1,174",374,41,17,"1,606"
12/28/2023,Child,Paed Cardiology,ipdc,166,50,14,0,230
12/28/2023,Child,Paed Endocrinology,ipdc,27,6,4,0,37
12/28/2023,Child,Paed Orthopaedic,ipdc,347,239,110,207,903
12/28/2023,Child,Paediatric ENT,ipdc,593,206,32,29,860
12/28/2023,Child,Paediatric Neurosurgery,ipdc,41,6,6,6,59
12/28/2023,Child,Paediatric Radiology,ipdc,6,8,12,26,51
12/28/2023,Child,Paediatric Respiratory Medicine,ipdc,322,266,234,330,"1,152"
12/28/2023,Child,Paediatric Surgery,ipdc,479,219,118,25,841
12/28/2023,Child,Paediatric Urology,ipdc,193,182,57,69,501
12/28/2023,Child,Paediatrics,ipdc,96,15,2,0,113
12/28/2023,Child,Plastic Surgery,ipdc,303,146,34,58,541
12/28/2023,Child,Rheumatology,ipdc,29,22,25,6,82
12/28/2023,Child,Small Volume Specialties,ipdc,86,17,8,6,116
12/28/2023,Child,Urology,ipdc,209,118,28,15,370
1/25/2024,Adult,Anaesthetics,op,23,2,0,0,25
1/25/2024,Adult,Breast Surgery,op,"2,508",17,0,0,"2,525"
1/25/2024,Adult,Cardio-Thoracic Surgery,op,343,41,21,39,444
1/25/2024,Adult,Cardiology,op,"22,355","10,669","2,871","1,654","37,549"
1/25/2024,Adult,Chemical Pathology,op,55,7,0,0,62
1/25/2024,Adult,Clinical (Medical) Genetics,op,701,721,633,922,"2,977"
1/25/2024,Adult,Clinical Immunology,op,"1,339",670,419,140,"2,568"
1/25/2024,Adult,Clinical Neurophysiology,op,716,390,282,243,"1,631"
1/25/2024,Adult,Dermatology,op,"26,780","12,315","3,547","5,262","47,904"
1/25/2024,Adult,Diabetes Mellitus,op,"1,305",449,75,27,"1,856"
1/25/2024,Adult,Endocrinology,op,"7,821","4,495","1,846","4,078","18,240"
1/25/2024,Adult,Gastro-Enterology,op,"10,884","4,006",819,284,"15,992"
1/25/2024,Adult,Gastro-Intestinal Surgery,op,252,81,44,8,385
1/25/2024,Adult,General Medicine,op,"8,624","3,611","1,232","1,178","14,644"
1/25/2024,Adult,General Surgery,op,"24,512","5,417","1,259",698,"31,886"
1/25/2024,Adult,Geriatric Medicine,op,"3,427",499,128,67,"4,120"
1/25/2024,Adult,Gynaecology,op,"21,510","5,240",940,609,"28,299"
1/25/2024,Adult,Haematology,op,"5,447","2,053",797,527,"8,825"
1/25/2024,Adult,Hepato-Biliary Surgery,op,83,20,0,0,103
1/25/2024,Adult,Infectious Diseases,op,771,271,392,2,"1,436"
1/25/2024,Adult,Maxillo-Facial,op,"1,796",538,334,815,"3,483"
1/25/2024,Adult,Metabolic Medicine,op,83,19,4,0,107
1/25/2024,Adult,Nephrology,op,"2,573",788,198,159,"3,718"
1/25/2024,Adult,Neurology,op,"10,133","5,301","2,261","3,773","21,468"
1/25/2024,Adult,Neurosurgery,op,"4,146","2,432","1,169","2,880","10,627"
1/25/2024,Adult,Oncology,op,514,20,10,0,544
1/25/2024,Adult,Ophthalmology,op,"16,410","7,661","3,818","5,054","32,942"
1/25/2024,Adult,Orthopaedics,op,"35,096","17,870","5,841","4,559","63,365"
1/25/2024,Adult,Other,op,2,21,0,0,23
1/25/2024,Adult,Otolaryngology (ENT),op,"20,022","8,012","2,784","4,382","35,201"
1/25/2024,Adult,Paediatric Dermatology,op,21,4,2,0,27
1/25/2024,Adult,Paediatrics,op,49,45,13,9,117
1/25/2024,Adult,Pain Relief,op,"6,353","3,661","1,994","1,523","13,531"
1/25/2024,Adult,Pathology,op,71,31,29,61,192
1/25/2024,Adult,Plastic Surgery,op,"7,258","2,926",857,"2,133","13,174"
1/25/2024,Adult,Psychiatry,op,393,15,2,0,411
1/25/2024,Adult,Radiotherapy,op,28,2,0,0,30
1/25/2024,Adult,Respiratory Medicine,op,"12,139","5,608","1,772","2,284","21,804"
1/25/2024,Adult,Rheumatology,op,"7,036","3,325","1,046","1,082","12,489"
1/25/2024,Adult,Small Volume Specialties,op,562,93,24,7,686
