ArchiveDate,Adult_Child,HospitalName,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total,care_type,County,Province
7/27/2023,Adult,Louth County Hospital,389,0,0,0,389,ipdc,Louth,Leinster
7/27/2023,Adult,Mallow General Hospital,208,53,4,0,265,ipdc,Cork,Munster
7/27/2023,Adult,Mater Misericordiae University Hospital,"3,026",803,512,995,"5,335",ipdc,Dublin,Leinster
7/27/2023,Adult,Mayo University Hospital,456,94,53,48,651,ipdc,Mayo,Connacht
7/27/2023,Adult,Mercy University Hospital,686,198,59,34,976,ipdc,Cork,Munster
7/27/2023,Adult,Midland Regional Hospital Mullingar,700,147,24,30,901,ipdc,Westmeath,Leinster
7/27/2023,Adult,Midland Regional Hospital Portlaoise,114,19,19,6,158,ipdc,Laois,Leinster
7/27/2023,Adult,Midland Regional Hospital Tullamore,613,159,23,7,802,ipdc,Offaly,Leinster
7/27/2023,Adult,Naas General Hospital,101,18,2,2,123,ipdc,Kildare,Leinster
7/27/2023,Adult,National Orthopaedic Hospital Cappagh,"1,485",284,24,28,"1,821",ipdc,Dublin,Leinster
7/27/2023,Adult,Nenagh Hospital,446,18,0,0,464,ipdc,Tipperary,Munster
7/27/2023,Adult,Our Lady of Lourdes Hospital Drogheda,541,65,2,0,608,ipdc,Louth,Leinster
7/27/2023,Adult,Our Lady's Hospital Navan,587,75,10,6,677,ipdc,Meath,Leinster
7/27/2023,Adult,Portiuncula University Hospital,439,131,18,4,592,ipdc,Galway,Connacht
7/27/2023,Adult,Roscommon University Hospital,547,103,43,37,730,ipdc,Roscommon,Connacht
7/27/2023,Adult,Royal Victoria Eye and Ear Hospital,"2,054",604,164,30,"2,852",ipdc,Dublin,Leinster
7/27/2023,Adult,Sligo University Hospital,"1,699",580,326,191,"2,795",ipdc,Sligo,Connacht
7/27/2023,Adult,South Infirmary Victoria University Hospital,"2,314",650,323,228,"3,514",ipdc,Cork,Munster
7/27/2023,Adult,St. Columcille's Hospital,362,111,46,15,534,ipdc,Dublin,Leinster
7/27/2023,Adult,St. James's Hospital,"3,540","1,631",687,"1,055","6,913",ipdc,Dublin,Leinster
7/27/2023,Adult,St. John's Hospital Limerick,606,148,14,0,767,ipdc,Limerick,Munster
7/27/2023,Adult,St. Luke's General Hospital Kilkenny,485,211,115,46,857,ipdc,Kilkenny,Leinster
7/27/2023,Adult,St. Michael's Hospital,474,265,45,11,794,ipdc,Dublin,Leinster
7/27/2023,Adult,St. Vincent's University Hospital,"2,598",626,303,451,"3,978",ipdc,Dublin,Leinster
7/27/2023,Adult,Tallaght University Hospital,"1,913",329,133,123,"2,497",ipdc,Dublin,Leinster
7/27/2023,Adult,Tipperary University Hospital,354,19,0,0,373,ipdc,Tipperary,Munster
7/27/2023,Adult,University Hospital Kerry,207,6,0,0,213,ipdc,Kerry,Munster
7/27/2023,Adult,University Hospital Limerick,"1,934",857,148,2,"2,940",ipdc,Limerick,Munster
7/27/2023,Adult,University Hospital Waterford,"3,599","1,093",585,812,"6,088",ipdc,Waterford,Munster
7/27/2023,Adult,Wexford General Hospital,434,114,58,24,630,ipdc,Wexford,Leinster
7/27/2023,Child,Beaumont Hospital,30,4,4,2,40,ipdc,Dublin,Leinster
7/27/2023,Child,Children's Health Ireland,"3,537","1,582",789,900,"6,808",ipdc,Dublin,Leinster
7/27/2023,Child,Cork University Hospital,141,52,21,16,229,ipdc,Cork,Munster
7/27/2023,Child,Galway University Hospitals,253,73,46,71,442,ipdc,Galway,Connacht
7/27/2023,Child,Letterkenny University Hospital,28,13,6,11,57,ipdc,Donegal,Ulster
7/27/2023,Child,Mercy University Hospital,62,13,2,0,77,ipdc,Cork,Munster
7/27/2023,Child,Midland Regional Hospital Mullingar,29,11,2,0,42,ipdc,Westmeath,Leinster
7/27/2023,Child,Midland Regional Hospital Tullamore,141,0,0,0,141,ipdc,Offaly,Leinster
7/27/2023,Child,National Orthopaedic Hospital Cappagh,137,59,48,14,258,ipdc,Dublin,Leinster
7/27/2023,Child,Nenagh Hospital,31,0,0,0,31,ipdc,Tipperary,Munster
7/27/2023,Child,Our Lady of Lourdes Hospital Drogheda,59,2,0,0,61,ipdc,Louth,Leinster
7/27/2023,Child,Portiuncula University Hospital,25,6,2,0,33,ipdc,Galway,Connacht
7/27/2023,Child,Royal Victoria Eye and Ear Hospital,115,12,8,2,136,ipdc,Dublin,Leinster
7/27/2023,Child,Sligo University Hospital,268,40,18,6,331,ipdc,Sligo,Connacht
7/27/2023,Child,Small Volume Hospitals,55,2,2,0,59,ipdc,N/A,N/A
7/27/2023,Child,South Infirmary Victoria University Hospital,184,23,16,0,223,ipdc,Cork,Munster
7/27/2023,Child,University Hospital Limerick,310,132,8,0,449,ipdc,Limerick,Munster
7/27/2023,Child,University Hospital Waterford,237,23,14,10,283,ipdc,Waterford,Munster
7/27/2023,Child,Wexford General Hospital,33,2,0,0,35,ipdc,Wexford,Leinster
8/31/2023,Adult,Bantry General Hospital,776,226,57,9,1068,op,Cork,Munster
8/31/2023,Adult,Beaumont Hospital,24655,9575,1888,23,36141,op,Dublin,Leinster
8/31/2023,Adult,Cavan General Hospital,4871,2529,910,19,8329,op,Cavan,Ulster
8/31/2023,Adult,Connolly Hospital Blanchardstown,4869,280,202,6,5357,op,Dublin,Leinster
8/31/2023,Adult,Coombe Women and Infants University Hospital,1758,778,297,87,2920,op,Dublin,Leinster
8/31/2023,Adult,Cork University Hospital,13691,6569,4217,7135,31613,op,Cork,Munster
8/31/2023,Adult,Cork University Maternity Hospital,2544,131,13,2,2690,op,Cork,Munster
8/31/2023,Adult,Croom Orthopaedic Hospital,3072,931,448,397,4848,op,Limerick,Munster
8/31/2023,Adult,Ennis Hospital,532,303,129,4,968,op,Clare,Munster
8/31/2023,Adult,Galway University Hospitals,21179,9247,5707,9719,45852,op,Galway,Connacht
8/31/2023,Adult,Letterkenny University Hospital,7196,2224,1463,2575,13459,op,Donegal,Ulster
8/31/2023,Adult,Louth County Hospital,1763,590,21,0,2374,op,Louth,Leinster
8/31/2023,Adult,Mallow General Hospital,2193,1063,227,164,3647,op,Cork,Munster
8/31/2023,Adult,Mater Misericordiae University Hospital,22447,7148,3193,6360,39149,op,Dublin,Leinster
8/31/2023,Adult,Mayo University Hospital,4041,1951,950,1070,8012,op,Mayo,Connacht
8/31/2023,Adult,Mercy University Hospital,3021,1163,609,1246,6040,op,Cork,Munster
8/31/2023,Adult,Midland Regional Hospital Mullingar,4282,2066,1432,1507,9287,op,Westmeath,Leinster
8/31/2023,Adult,Midland Regional Hospital Portlaoise,2136,1078,622,507,4343,op,Laois,Leinster
8/31/2023,Adult,Midland Regional Hospital Tullamore,8710,2939,502,2,12153,op,Offaly,Leinster
8/31/2023,Adult,Naas General Hospital,5914,2289,1084,281,9568,op,Kildare,Leinster
8/31/2023,Adult,National Maternity Hospital (Holles Street),2313,366,7,0,2686,op,Dublin,Leinster
8/31/2023,Adult,National Orthopaedic Hospital Cappagh,2004,1474,313,68,3859,op,Dublin,Leinster
8/31/2023,Adult,Nenagh Hospital,442,254,126,2,824,op,Tipperary,Munster
8/31/2023,Adult,Our Lady of Lourdes Hospital Drogheda,7934,2689,686,93,11403,op,Louth,Leinster
8/31/2023,Adult,Our Lady's Hospital Navan,3524,1358,397,610,5889,op,Meath,Leinster
8/31/2023,Adult,Portiuncula University Hospital,1929,459,146,243,2777,op,Galway,Connacht
8/31/2023,Adult,Roscommon University Hospital,3140,1339,710,418,5607,op,Roscommon,Connacht
8/31/2023,Adult,Rotunda Hospital,3335,188,0,0,3523,op,Dublin,Leinster
8/31/2023,Adult,Royal Victoria Eye and Ear Hospital,5194,2646,1827,2677,12344,op,Dublin,Leinster
8/31/2023,Adult,Sligo University Hospital,8313,2847,1748,2351,15259,op,Sligo,Connacht
8/31/2023,Adult,South Infirmary Victoria University Hospital,10841,5193,2929,5761,24724,op,Cork,Munster
8/31/2023,Adult,St. Columcille's Hospital,2290,1632,1639,3266,8828,op,Dublin,Leinster
8/31/2023,Adult,St. James's Hospital,17036,4844,2043,2044,25968,op,Dublin,Leinster
8/31/2023,Adult,St. John's Hospital Limerick,600,203,153,100,1056,op,Limerick,Munster
8/31/2023,Adult,St. Luke's General Hospital Kilkenny,3805,1119,391,23,5338,op,Kilkenny,Leinster
8/31/2023,Adult,St. Michael's Hospital,2634,831,322,256,4043,op,Dublin,Leinster
8/31/2023,Adult,St. Vincent's University Hospital,18271,5569,1465,366,25672,op,Dublin,Leinster
8/31/2023,Adult,Tallaght University Hospital,13221,8217,5255,7234,33928,op,Dublin,Leinster
8/31/2023,Adult,Tipperary University Hospital,2455,715,278,122,3570,op,Tipperary,Munster
8/31/2023,Adult,University Hospital Kerry,6245,1673,765,388,9071,op,Kerry,Munster
8/31/2023,Adult,University Hospital Limerick,14820,5410,2852,1411,24494,op,Limerick,Munster
8/31/2023,Adult,University Hospital Waterford,18014,7157,3597,4914,33682,op,Waterford,Munster
8/31/2023,Adult,Wexford General Hospital,2941,817,246,30,4034,op,Wexford,Leinster
8/31/2023,Child,Beaumont Hospital,45,20,2,0,67,op,Dublin,Leinster
8/31/2023,Child,Cavan General Hospital,904,470,20,0,1393,op,Cavan,Ulster
8/31/2023,Child,Children's Health Ireland,20369,10790,5461,5397,42017,op,Dublin,Leinster
8/31/2023,Child,Coombe Women and Infants University Hospital,31,16,0,0,47,op,Dublin,Leinster
8/31/2023,Child,Cork University Hospital,2898,1508,446,622,5473,op,Cork,Munster
8/31/2023,Child,Cork University Maternity Hospital,43,0,0,0,43,op,Cork,Munster
8/31/2023,Child,Croom Orthopaedic Hospital,139,12,4,6,161,op,Limerick,Munster
8/31/2023,Child,Ennis Hospital,50,15,0,0,65,op,Clare,Munster
8/31/2023,Child,Galway University Hospitals,3155,1614,611,1034,6415,op,Galway,Connacht
8/31/2023,Child,Letterkenny University Hospital,962,366,204,320,1852,op,Donegal,Ulster
8/31/2023,Child,Mallow General Hospital,233,129,10,0,372,op,Cork,Munster
8/31/2023,Child,Mayo University Hospital,779,197,82,108,1167,op,Mayo,Connacht
8/31/2023,Child,Mercy University Hospital,306,82,10,2,400,op,Cork,Munster
8/31/2023,Child,Midland Regional Hospital Mullingar,778,292,168,136,1374,op,Westmeath,Leinster
8/31/2023,Child,Midland Regional Hospital Portlaoise,619,348,124,34,1126,op,Laois,Leinster
8/31/2023,Child,Midland Regional Hospital Tullamore,998,479,60,0,1537,op,Offaly,Leinster
8/31/2023,Child,National Maternity Hospital (Holles Street),51,17,2,0,70,op,Dublin,Leinster
8/31/2023,Child,National Orthopaedic Hospital Cappagh,209,121,51,15,396,op,Dublin,Leinster
8/31/2023,Child,Nenagh Hospital,15,7,2,0,24,op,Tipperary,Munster
8/31/2023,Child,Our Lady of Lourdes Hospital Drogheda,2227,1312,595,22,4157,op,Louth,Leinster
8/31/2023,Child,Portiuncula University Hospital,386,27,12,23,448,op,Galway,Connacht
8/31/2023,Child,Rotunda Hospital,33,2,0,0,35,op,Dublin,Leinster
8/31/2023,Child,Royal Victoria Eye and Ear Hospital,349,127,71,35,582,op,Dublin,Leinster
8/31/2023,Child,Sligo University Hospital,1314,407,133,151,2005,op,Sligo,Connacht
8/31/2023,Child,Small Volume Hospitals,11,7,0,0,18,op,N/A,N/A
8/31/2023,Child,South Infirmary Victoria University Hospital,1590,603,246,249,2688,op,Cork,Munster
8/31/2023,Child,St. Luke's General Hospital Kilkenny,368,17,4,2,391,op,Kilkenny,Leinster
8/31/2023,Child,Tallaght University Hospital,20,2,0,0,22,op,Dublin,Leinster
8/31/2023,Child,Tipperary University Hospital,331,69,5,2,407,op,Tipperary,Munster
8/31/2023,Child,University Hospital Kerry,650,257,106,78,1092,op,Kerry,Munster
8/31/2023,Child,University Hospital Limerick,2735,882,405,148,4170,op,Limerick,Munster
8/31/2023,Child,University Hospital Waterford,2069,874,230,237,3410,op,Waterford,Munster
8/31/2023,Child,Wexford General Hospital,606,310,82,0,998,op,Wexford,Leinster
8/31/2023,Adult,Bantry General Hospital,87,34,31,24,176,ipdc,Cork,Munster
8/31/2023,Adult,Beaumont Hospital,"3,988","1,645",807,253,"6,693",ipdc,Dublin,Leinster
8/31/2023,Adult,Cavan General Hospital,328,2,2,0,332,ipdc,Cavan,Ulster
8/31/2023,Adult,Connolly Hospital Blanchardstown,731,67,0,0,798,ipdc,Dublin,Leinster
8/31/2023,Adult,Coombe Women and Infants University Hospital,73,46,8,4,130,ipdc,Dublin,Leinster
8/31/2023,Adult,Cork University Hospital,645,257,151,253,"1,306",ipdc,Cork,Munster
8/31/2023,Adult,Cork University Maternity Hospital,500,146,55,119,820,ipdc,Cork,Munster
8/31/2023,Adult,Croom Orthopaedic Hospital,377,6,2,0,385,ipdc,Limerick,Munster
8/31/2023,Adult,Ennis Hospital,349,20,0,0,368,ipdc,Clare,Munster
8/31/2023,Adult,Galway University Hospitals,"4,939","2,040",935,"1,518","9,432",ipdc,Galway,Connacht
8/31/2023,Adult,Kilcreene Regional Orthopaedic Hospital,589,85,9,2,685,ipdc,Kilkenny,Leinster
8/31/2023,Adult,Letterkenny University Hospital,"1,478",346,201,284,"2,308",ipdc,Donegal,Ulster
8/31/2023,Adult,Louth County Hospital,366,6,0,0,371,ipdc,Louth,Leinster
8/31/2023,Adult,Mallow General Hospital,226,57,6,0,288,ipdc,Cork,Munster
8/31/2023,Adult,Mater Misericordiae University Hospital,"3,024",826,472,"1,007","5,328",ipdc,Dublin,Leinster
8/31/2023,Adult,Mayo University Hospital,472,103,49,33,656,ipdc,Mayo,Connacht
8/31/2023,Adult,Mercy University Hospital,633,221,61,35,949,ipdc,Cork,Munster
8/31/2023,Adult,Midland Regional Hospital Mullingar,745,159,22,25,950,ipdc,Westmeath,Leinster
8/31/2023,Adult,Midland Regional Hospital Portlaoise,158,28,23,8,216,ipdc,Laois,Leinster
8/31/2023,Adult,Midland Regional Hospital Tullamore,602,119,7,2,729,ipdc,Offaly,Leinster
8/31/2023,Adult,Naas General Hospital,133,19,4,0,156,ipdc,Kildare,Leinster
8/31/2023,Adult,National Orthopaedic Hospital Cappagh,"1,519",321,21,35,"1,895",ipdc,Dublin,Leinster
8/31/2023,Adult,Nenagh Hospital,588,39,0,0,627,ipdc,Tipperary,Munster
8/31/2023,Adult,Our Lady of Lourdes Hospital Drogheda,537,114,2,0,653,ipdc,Louth,Leinster
8/31/2023,Adult,Our Lady's Hospital Navan,580,66,14,6,666,ipdc,Meath,Leinster
8/31/2023,Adult,Portiuncula University Hospital,402,144,13,4,563,ipdc,Galway,Connacht
8/31/2023,Adult,Roscommon University Hospital,630,116,50,47,842,ipdc,Roscommon,Connacht
8/31/2023,Adult,Royal Victoria Eye and Ear Hospital,"1,937",696,183,41,"2,857",ipdc,Dublin,Leinster
8/31/2023,Adult,Sligo University Hospital,"1,762",551,294,196,"2,803",ipdc,Sligo,Connacht
8/31/2023,Adult,South Infirmary Victoria University Hospital,"2,370",681,281,258,"3,590",ipdc,Cork,Munster
8/31/2023,Adult,St. Columcille's Hospital,347,97,54,15,512,ipdc,Dublin,Leinster
8/31/2023,Adult,St. James's Hospital,"3,575","1,697",738,"1,095","7,106",ipdc,Dublin,Leinster
8/31/2023,Adult,St. John's Hospital Limerick,659,133,12,0,804,ipdc,Limerick,Munster
8/31/2023,Adult,St. Luke's General Hospital Kilkenny,485,190,114,51,839,ipdc,Kilkenny,Leinster
8/31/2023,Adult,St. Michael's Hospital,507,246,45,9,808,ipdc,Dublin,Leinster
8/31/2023,Adult,St. Vincent's University Hospital,"2,576",632,292,434,"3,934",ipdc,Dublin,Leinster
8/31/2023,Adult,Tallaght University Hospital,"1,831",344,136,117,"2,429",ipdc,Dublin,Leinster
8/31/2023,Adult,Tipperary University Hospital,338,4,0,0,341,ipdc,Tipperary,Munster
8/31/2023,Adult,University Hospital Kerry,232,4,2,0,238,ipdc,Kerry,Munster
8/31/2023,Adult,University Hospital Limerick,"1,763",777,139,2,"2,681",ipdc,Limerick,Munster
8/31/2023,Adult,University Hospital Waterford,"3,217","1,090",581,791,"5,679",ipdc,Waterford,Munster
8/31/2023,Adult,Wexford General Hospital,412,153,61,29,654,ipdc,Wexford,Leinster
8/31/2023,Child,Beaumont Hospital,35,4,4,4,47,ipdc,Dublin,Leinster
8/31/2023,Child,Children's Health Ireland,"3,388","1,561",851,871,"6,671",ipdc,Dublin,Leinster
8/31/2023,Child,Cork University Hospital,136,68,17,16,236,ipdc,Cork,Munster
8/31/2023,Child,Galway University Hospitals,295,83,40,66,483,ipdc,Galway,Connacht
8/31/2023,Child,Letterkenny University Hospital,32,14,8,9,62,ipdc,Donegal,Ulster
8/31/2023,Child,Mercy University Hospital,49,22,0,0,71,ipdc,Cork,Munster
8/31/2023,Child,Midland Regional Hospital Mullingar,30,8,4,0,42,ipdc,Westmeath,Leinster
8/31/2023,Child,Midland Regional Hospital Tullamore,114,0,0,0,114,ipdc,Offaly,Leinster
8/31/2023,Child,National Orthopaedic Hospital Cappagh,142,56,48,23,269,ipdc,Dublin,Leinster
8/31/2023,Child,Nenagh Hospital,40,2,0,0,42,ipdc,Tipperary,Munster
8/31/2023,Child,Our Lady of Lourdes Hospital Drogheda,69,2,0,0,71,ipdc,Louth,Leinster
8/31/2023,Child,Portiuncula University Hospital,18,6,2,0,26,ipdc,Galway,Connacht
8/31/2023,Child,Royal Victoria Eye and Ear Hospital,114,14,6,4,137,ipdc,Dublin,Leinster
8/31/2023,Child,Sligo University Hospital,300,56,15,6,376,ipdc,Sligo,Connacht
8/31/2023,Child,Small Volume Hospitals,63,4,0,0,67,ipdc,N/A,N/A
8/31/2023,Child,South Infirmary Victoria University Hospital,193,26,12,0,230,ipdc,Cork,Munster
8/31/2023,Child,University Hospital Limerick,228,168,11,0,406,ipdc,Limerick,Munster
8/31/2023,Child,University Hospital Waterford,245,31,12,13,300,ipdc,Waterford,Munster
8/31/2023,Child,Wexford General Hospital,43,2,0,0,45,ipdc,Wexford,Leinster
9/28/2023,Adult,Bantry General Hospital,757,239,69,14,1078,op,Cork,Munster
9/28/2023,Adult,Beaumont Hospital,24828,9706,1618,30,36181,op,Dublin,Leinster
9/28/2023,Adult,Cavan General Hospital,4965,2534,831,32,8361,op,Cavan,Ulster
9/28/2023,Adult,Connolly Hospital Blanchardstown,4689,251,231,12,5183,op,Dublin,Leinster
9/28/2023,Adult,Coombe Women and Infants University Hospital,1780,782,269,111,2942,op,Dublin,Leinster
9/28/2023,Adult,Cork University Hospital,13530,6621,4171,6931,31253,op,Cork,Munster
9/28/2023,Adult,Cork University Maternity Hospital,2390,116,14,0,2520,op,Cork,Munster
9/28/2023,Adult,Croom Orthopaedic Hospital,3131,984,418,341,4874,op,Limerick,Munster
9/28/2023,Adult,Ennis Hospital,535,315,144,7,1001,op,Clare,Munster
9/28/2023,Adult,Galway University Hospitals,20608,9149,5800,9430,44986,op,Galway,Connacht
9/28/2023,Adult,Letterkenny University Hospital,7573,2175,1456,2364,13567,op,Donegal,Ulster
9/28/2023,Adult,Louth County Hospital,1669,583,4,0,2256,op,Louth,Leinster
9/28/2023,Adult,Mallow General Hospital,2126,1055,277,164,3622,op,Cork,Munster
9/28/2023,Adult,Mater Misericordiae University Hospital,22569,7231,3176,6039,39014,op,Dublin,Leinster
9/28/2023,Adult,Mayo University Hospital,4229,1912,785,1027,7953,op,Mayo,Connacht
9/28/2023,Adult,Mercy University Hospital,3168,1179,518,1211,6076,op,Cork,Munster
9/28/2023,Adult,Midland Regional Hospital Mullingar,4493,2151,1479,1573,9696,op,Westmeath,Leinster
9/28/2023,Adult,Midland Regional Hospital Portlaoise,2299,1023,609,475,4405,op,Laois,Leinster
9/28/2023,Adult,Midland Regional Hospital Tullamore,8229,3027,381,2,11639,op,Offaly,Leinster
9/28/2023,Adult,Naas General Hospital,6016,2293,1052,203,9563,op,Kildare,Leinster
9/28/2023,Adult,National Maternity Hospital (Holles Street),2426,391,4,0,2821,op,Dublin,Leinster
9/28/2023,Adult,National Orthopaedic Hospital Cappagh,2169,1554,373,71,4167,op,Dublin,Leinster
9/28/2023,Adult,Nenagh Hospital,424,264,135,2,825,op,Tipperary,Munster
9/28/2023,Adult,Our Lady of Lourdes Hospital Drogheda,7997,2723,561,56,11336,op,Louth,Leinster
9/28/2023,Adult,Our Lady's Hospital Navan,3515,1540,436,540,6031,op,Meath,Leinster
9/28/2023,Adult,Portiuncula University Hospital,1858,421,139,227,2644,op,Galway,Connacht
9/28/2023,Adult,Roscommon University Hospital,2821,1197,575,392,4985,op,Roscommon,Connacht
9/28/2023,Adult,Rotunda Hospital,3283,231,0,0,3514,op,Dublin,Leinster
9/28/2023,Adult,Royal Victoria Eye and Ear Hospital,5181,2729,1713,2700,12323,op,Dublin,Leinster
9/28/2023,Adult,Sligo University Hospital,8410,2338,1602,2077,14426,op,Sligo,Connacht
9/28/2023,Adult,South Infirmary Victoria University Hospital,10698,5314,3043,5780,24834,op,Cork,Munster
9/28/2023,Adult,St. Columcille's Hospital,2020,1598,1715,3411,8743,op,Dublin,Leinster
9/28/2023,Adult,St. James's Hospital,17135,4994,1974,1955,26057,op,Dublin,Leinster
9/28/2023,Adult,St. John's Hospital Limerick,562,185,165,99,1011,op,Limerick,Munster
9/28/2023,Adult,St. Luke's General Hospital Kilkenny,3803,1138,382,49,5371,op,Kilkenny,Leinster
9/28/2023,Adult,St. Michael's Hospital,2605,885,356,171,4016,op,Dublin,Leinster
9/28/2023,Adult,St. Vincent's University Hospital,18455,5801,1464,409,26128,op,Dublin,Leinster
9/28/2023,Adult,Tallaght University Hospital,13166,8228,5110,6413,32916,op,Dublin,Leinster
9/28/2023,Adult,Tipperary University Hospital,2505,764,279,146,3694,op,Tipperary,Munster
9/28/2023,Adult,University Hospital Kerry,6435,1845,736,356,9371,op,Kerry,Munster
9/28/2023,Adult,University Hospital Limerick,14818,5387,2555,1239,23999,op,Limerick,Munster
9/28/2023,Adult,University Hospital Waterford,18059,7401,3662,5110,34232,op,Waterford,Munster
9/28/2023,Adult,Wexford General Hospital,2995,739,253,55,4041,op,Wexford,Leinster
9/28/2023,Child,Beaumont Hospital,40,15,0,0,55,op,Dublin,Leinster
9/28/2023,Child,Cavan General Hospital,870,490,28,0,1389,op,Cavan,Ulster
9/28/2023,Child,Children's Health Ireland,19902,10893,5517,5316,41628,op,Dublin,Leinster
9/28/2023,Child,Coombe Women and Infants University Hospital,31,19,0,0,50,op,Dublin,Leinster
9/28/2023,Child,Cork University Hospital,2871,1548,437,636,5492,op,Cork,Munster
9/28/2023,Child,Cork University Maternity Hospital,46,0,0,0,46,op,Cork,Munster
9/28/2023,Child,Croom Orthopaedic Hospital,152,7,8,2,168,op,Limerick,Munster
9/28/2023,Child,Ennis Hospital,36,14,0,0,50,op,Clare,Munster
9/28/2023,Child,Galway University Hospitals,3123,1488,629,1027,6268,op,Galway,Connacht
9/28/2023,Child,Letterkenny University Hospital,956,385,192,292,1825,op,Donegal,Ulster
9/28/2023,Child,Mallow General Hospital,229,137,19,0,386,op,Cork,Munster
9/28/2023,Child,Mayo University Hospital,738,208,82,112,1141,op,Mayo,Connacht
